,Model,Year,Price,Transmission,Mileage,Fuel_type,Tax,Fuel_cons_mpg,Engine_size,Automatic,Manual,Semi-Auto
340, X5,2017,34990,Automatic,18000,1,200,47.1,3.0,1,0,0
341, 4 Series,2020,29500,Semi-Auto,17,1,145,60.1,2.0,0,0,1
342, 5 Series,2019,28500,Semi-Auto,3816,1,145,62.8,2.0,0,0,1
343, 5 Series,2019,26000,Semi-Auto,4405,2,145,48.7,2.0,0,0,1
344, X2,2019,27000,Manual,4825,1,145,49.6,2.0,0,1,0
345, 4 Series,2019,27000,Semi-Auto,4406,1,145,60.1,2.0,0,0,1
346, 3 Series,2019,33000,Semi-Auto,11564,1,145,49.6,2.0,0,0,1
347, X2,2019,32000,Semi-Auto,10,2,145,34.0,2.0,0,0,1
348, 5 Series,2016,14495,Semi-Auto,51700,1,30,65.7,2.0,0,0,1
349, 3 Series,2013,9498,Semi-Auto,55701,2,145,47.9,1.6,0,0,1
350, 1 Series,2018,23498,Semi-Auto,11131,2,145,39.8,3.0,0,0,1
351, 3 Series,2020,51000,Semi-Auto,5000,1,150,43.5,3.0,0,0,1
352, X3,2016,22000,Semi-Auto,25000,1,150,54.3,2.0,0,0,1
353, 1 Series,2017,23000,Semi-Auto,18100,2,150,39.8,3.0,0,0,1
354, X6,2018,39990,Semi-Auto,7427,1,145,40.9,3.0,0,0,1
355, 3 Series,2017,17000,Semi-Auto,43362,1,145,56.5,3.0,0,0,1
356, 1 Series,2017,11990,Manual,18435,2,125,53.3,1.5,0,1,0
357, 1 Series,2019,16500,Semi-Auto,5000,1,145,72.4,1.5,0,0,1
358, X4,2018,40000,Semi-Auto,4135,1,145,37.2,3.0,0,0,1
359, 1 Series,2019,27000,Semi-Auto,1214,1,145,51.4,2.0,0,0,1
360, M5,2019,72000,Semi-Auto,3545,2,145,24.1,4.4,0,0,1
361, 3 Series,2017,19650,Semi-Auto,43267,1,145,62.8,2.0,0,0,1
362, X5,2020,60990,Semi-Auto,3500,1,145,33.6,3.0,0,0,1
363, 4 Series,2019,22500,Semi-Auto,5623,1,145,65.7,2.0,0,0,1
364, M4,2018,43500,Semi-Auto,2577,2,150,34.0,3.0,0,0,1
365, 2 Series,2015,18700,Semi-Auto,43617,2,265,37.2,3.0,0,0,1
366, X5,2015,26000,Automatic,52936,1,205,47.1,3.0,1,0,0
367, 7 Series,2017,34000,Semi-Auto,25000,1,150,53.3,3.0,0,0,1
368, 3 Series,2014,15000,Semi-Auto,56000,1,150,55.4,2.0,0,0,1
369, 3 Series,2017,18300,Semi-Auto,20000,1,150,62.8,2.0,0,0,1
370, 4 Series,2015,15990,Semi-Auto,87597,1,160,51.4,3.0,0,0,1
371, 3 Series,2013,9995,Manual,74449,2,200,41.5,2.0,0,1,0
372, X2,2019,23498,Semi-Auto,3241,2,150,40.4,2.0,0,0,1
373, 3 Series,2019,34450,Semi-Auto,3500,1,145,45.6,3.0,0,0,1
374, X7,2019,67400,Semi-Auto,5600,1,150,33.6,3.0,0,0,1
375, 7 Series,2019,47990,Semi-Auto,7780,2,145,34.5,3.0,0,0,1
376, X3,2020,35900,Semi-Auto,4500,1,150,54.3,2.0,0,0,1
377, 4 Series,2016,18498,Semi-Auto,24188,1,145,55.4,3.0,0,0,1
378, X1,2017,18998,Semi-Auto,26939,1,145,65.7,2.0,0,0,1
379, X1,2018,16995,Semi-Auto,17276,2,150,46.3,1.5,0,0,1
380, 3 Series,2017,20998,Semi-Auto,26252,1,145,51.4,3.0,0,0,1
381, 3 Series,2017,15998,Semi-Auto,19675,2,125,51.4,2.0,0,0,1
382, 1 Series,2019,29000,Semi-Auto,100,1,150,48.7,2.0,0,0,1
383, X5,2019,51000,Semi-Auto,6000,1,150,37.7,3.0,0,0,1
384, X5,2017,29945,Automatic,30207,1,200,47.1,3.0,1,0,0
385, 5 Series,2018,24595,Semi-Auto,28502,1,145,65.7,2.0,0,0,1
386, 5 Series,2014,13990,Semi-Auto,73837,1,160,51.4,3.0,0,0,1
387, 3 Series,2017,14990,Semi-Auto,48604,1,30,67.3,2.0,0,0,1
388, 5 Series,2017,22990,Semi-Auto,33492,1,145,60.1,2.0,0,0,1
389, 5 Series,2013,10495,Semi-Auto,83380,1,125,57.6,2.0,0,0,1
390, 4 Series,2018,22595,Semi-Auto,18937,2,145,48.7,2.0,0,0,1
391, 3 Series,2019,27995,Semi-Auto,2460,1,145,53.3,2.0,0,0,1
392, X1,2016,17298,Semi-Auto,48697,1,125,57.6,2.0,0,0,1
394, X1,2017,17995,Manual,23692,1,125,58.9,2.0,0,1,0
395, 5 Series,2017,21998,Semi-Auto,25260,1,145,60.1,2.0,0,0,1
396, X1,2017,16698,Semi-Auto,25291,1,30,65.7,2.0,0,0,1
397, 1 Series,2015,12298,Semi-Auto,37634,1,30,64.2,2.0,0,0,1
398, 1 Series,2017,13798,Manual,34446,1,145,65.7,2.0,0,1,0
399, 1 Series,2018,14000,Manual,19995,2,145,37.7,1.5,0,1,0
400, 4 Series,2018,24000,Manual,24848,2,145,36.7,3.0,0,1,0
401, M4,2020,50000,Semi-Auto,700,2,145,34.0,3.0,0,0,1
402, 4 Series,2018,21500,Semi-Auto,4038,2,150,45.6,2.0,0,0,1
403, 3 Series,2016,22000,Semi-Auto,31250,1,165,51.4,3.0,0,0,1
404, 5 Series,2015,16000,Semi-Auto,64194,1,165,51.4,3.0,0,0,1
405, 3 Series,2015,18500,Semi-Auto,38218,1,165,51.4,3.0,0,0,1
406, 3 Series,2019,28000,Automatic,6148,1,145,52.3,2.0,1,0,0
407, 3 Series,2018,27000,Automatic,13430,1,145,49.6,3.0,1,0,0
408, X3,2015,17000,Semi-Auto,35500,1,200,47.9,3.0,0,0,1
409, X3,2014,14495,Semi-Auto,56787,1,150,54.3,2.0,0,0,1
410, 1 Series,2016,16200,Semi-Auto,13369,1,20,68.9,1.5,0,0,1
411, 2 Series,2018,19000,Semi-Auto,3764,2,145,53.3,1.5,0,0,1
412, 4 Series,2017,17495,Manual,13471,2,145,46.3,2.0,0,1,0
413, i8,2016,48998,Automatic,10087,3,0,134.5,1.5,1,0,0
414, X4,2018,36000,Semi-Auto,5000,1,145,40.4,3.0,0,0,1
415, M4,2020,43000,Semi-Auto,40,2,145,34.0,3.0,0,0,1
416, 3 Series,2020,40000,Semi-Auto,2000,1,145,47.9,3.0,0,0,1
417, 7 Series,2019,49000,Semi-Auto,7970,1,145,44.8,3.0,0,0,1
418, M2,2016,31000,Semi-Auto,14712,2,260,35.8,3.0,0,0,1
419, X7,2019,67000,Semi-Auto,4900,1,145,33.6,3.0,0,0,1
420, 5 Series,2018,30500,Semi-Auto,9671,2,145,39.2,3.0,0,0,1
421, 2 Series,2019,21500,Semi-Auto,2070,2,145,40.9,1.5,0,0,1
422, 3 Series,2016,19500,Semi-Auto,49104,1,160,51.4,3.0,0,0,1
423, 1 Series,2016,19000,Semi-Auto,42792,2,200,39.8,3.0,0,0,1
424, 2 Series,2019,30000,Semi-Auto,5555,2,145,38.2,3.0,0,0,1
425, 5 Series,2019,42500,Semi-Auto,3555,1,145,51.4,3.0,0,0,1
426, 3 Series,2016,22500,Semi-Auto,16890,1,160,51.4,3.0,0,0,1
427, 2 Series,2020,36000,Semi-Auto,5550,2,145,36.2,2.0,0,0,1
428, 3 Series,2018,25000,Semi-Auto,23555,1,145,49.6,3.0,0,0,1
429, 2 Series,2018,14998,Manual,2683,2,145,44.1,1.5,0,1,0
430, X1,2017,16998,Semi-Auto,46622,1,125,57.6,2.0,0,0,1
431, 3 Series,2016,13298,Semi-Auto,46392,1,0,74.3,2.0,0,0,1
432, 3 Series,2013,12298,Semi-Auto,73845,1,145,54.3,3.0,0,0,1
433, 5 Series,2018,23998,Semi-Auto,14052,1,145,62.8,2.0,0,0,1
434, 3 Series,2019,26498,Semi-Auto,21165,1,145,48.7,2.0,0,0,1
435, 4 Series,2019,21998,Semi-Auto,19856,1,145,65.7,2.0,0,0,1
436, 3 Series,2019,23298,Semi-Auto,11974,1,145,54.3,2.0,0,0,1
437, 1 Series,2015,13500,Manual,31652,1,30,62.8,2.0,0,1,0
438, 2 Series,2018,17500,Automatic,6079,1,145,51.4,2.0,1,0,0
439, 1 Series,2019,16600,Manual,7000,1,145,68.9,2.0,0,1,0
440, 2 Series,2016,16450,Semi-Auto,10250,1,30,62.8,2.0,0,0,1
441, X5,2019,49000,Semi-Auto,4860,1,145,37.7,3.0,0,0,1
442, X1,2019,25500,Automatic,2984,1,145,60.1,2.0,1,0,0
443, 3 Series,2016,14000,Manual,30679,1,125,62.8,2.0,0,1,0
444, 6 Series,2017,27500,Semi-Auto,21083,1,145,51.4,3.0,0,0,1
445, 1 Series,2017,13500,Manual,16423,1,150,72.4,1.5,0,1,0
446, 4 Series,2019,25000,Manual,4000,1,150,55.4,2.0,0,1,0
447, 3 Series,2019,32000,Semi-Auto,15114,1,150,49.6,3.0,0,0,1
448, 5 Series,2017,30000,Semi-Auto,9750,1,150,56.5,3.0,0,0,1
449, 5 Series,2017,21900,Semi-Auto,38649,1,145,65.7,2.0,0,0,1
450, 3 Series,2019,34900,Semi-Auto,4600,1,145,49.6,2.0,0,0,1
451, 1 Series,2019,22700,Semi-Auto,14822,1,145,60.1,2.0,0,0,1
452, X2,2018,23900,Semi-Auto,12887,1,145,61.4,2.0,0,0,1
453, 4 Series,2019,27450,Semi-Auto,8142,1,145,52.3,3.0,0,0,1
454, X5,2019,46600,Semi-Auto,9584,1,145,37.7,3.0,0,0,1
455, 4 Series,2019,26800,Semi-Auto,7667,1,145,58.9,2.0,0,0,1
456, 1 Series,2015,16450,Semi-Auto,25499,1,125,60.1,2.0,0,0,1
457, X1,2019,25000,Manual,3715,1,145,68.9,2.0,0,1,0
458, X2,2019,27000,Automatic,49,1,145,50.4,2.0,1,0,0
459, 3 Series,2019,32000,Automatic,5557,1,145,49.6,2.0,1,0,0
460, 2 Series,2019,21000,Semi-Auto,2380,2,145,40.9,1.5,0,0,1
461, 2 Series,2019,21000,Manual,3078,2,145,39.8,1.5,0,1,0
462, 2 Series,2019,21000,Manual,1251,2,145,42.8,1.5,0,1,0
463, 2 Series,2019,23500,Semi-Auto,2664,2,145,50.4,2.0,0,0,1
464, 2 Series,2019,20500,Manual,1612,2,145,42.8,1.5,0,1,0
465, 4 Series,2018,20500,Semi-Auto,6668,1,145,65.7,2.0,0,0,1
466, 2 Series,2019,20500,Automatic,6679,2,145,47.9,2.0,1,0,0
467, 2 Series,2019,20500,Automatic,1689,2,145,50.4,2.0,1,0,0
468, 5 Series,2017,24998,Semi-Auto,24769,1,145,60.1,3.0,0,0,1
469, 4 Series,2018,20990,Semi-Auto,26706,1,150,58.9,2.0,0,0,1
470, X3,2016,18990,Semi-Auto,12996,1,150,54.3,2.0,0,0,1
471, 2 Series,2019,19500,Manual,1501,2,145,42.8,1.5,0,1,0
472, 2 Series,2019,23500,Semi-Auto,2164,1,145,49.6,2.0,0,0,1
473, M4,2020,48000,Semi-Auto,30,2,145,34.0,3.0,0,0,1
474, 5 Series,2019,29500,Automatic,3388,1,145,60.1,3.0,1,0,0
475, 2 Series,2015,12000,Manual,28410,2,30,57.6,1.5,0,1,0
476, 2 Series,2019,24000,Automatic,477,2,145,47.9,2.0,1,0,0
477, 5 Series,2019,30000,Automatic,10654,1,145,60.1,2.0,1,0,0
478, X2,2019,29000,Automatic,2472,1,145,48.7,2.0,1,0,0
479, 4 Series,2019,25450,Semi-Auto,1000,1,150,60.1,2.0,0,0,1
480, X2,2018,24490,Semi-Auto,7100,1,150,61.4,2.0,0,0,1
481, X1,2014,12490,Semi-Auto,49400,1,165,51.4,2.0,0,0,1
482, 2 Series,2019,19750,Semi-Auto,9014,1,145,49.6,2.0,0,0,1
483, 5 Series,2017,21900,Semi-Auto,23291,1,145,65.7,2.0,0,0,1
484, X1,2018,21500,Semi-Auto,12710,2,145,44.8,2.0,0,0,1
485, 3 Series,2018,27500,Semi-Auto,9329,1,145,51.4,3.0,0,0,1
486, X5,2018,34756,Automatic,20630,1,145,47.1,3.0,1,0,0
487, 1 Series,2017,21514,Semi-Auto,15907,2,150,39.8,3.0,0,0,1
488, X1,2016,18998,Semi-Auto,24347,1,150,55.4,2.0,0,0,1
489, 1 Series,2019,22000,Manual,2574,2,145,44.1,1.5,0,1,0
490, 1 Series,2019,21000,Manual,1906,2,145,44.1,1.5,0,1,0
491, 3 Series,2019,31000,Semi-Auto,1397,1,145,50.4,2.0,0,0,1
492, X5,2014,25000,Automatic,38389,1,200,47.1,3.0,1,0,0
493, 5 Series,2018,23500,Semi-Auto,23650,1,145,53.3,3.0,0,0,1
494, 1 Series,2013,10500,Manual,48255,1,30,62.8,2.0,0,1,0
495, 3 Series,2013,15000,Semi-Auto,21940,1,125,58.9,2.0,0,0,1
496, X4,2020,43000,Semi-Auto,857,1,145,40.9,3.0,0,0,1
497, 3 Series,2018,17998,Semi-Auto,19950,1,145,65.7,2.0,0,0,1
498, 1 Series,2016,15498,Semi-Auto,15621,1,30,65.7,2.0,0,0,1
499, 1 Series,2019,29398,Semi-Auto,9983,2,145,39.8,3.0,0,0,1
500, 3 Series,2013,10420,Manual,53352,2,200,43.5,2.0,0,1,0
501, 2 Series,2016,17998,Semi-Auto,28099,1,145,55.4,2.0,0,0,1
502, X1,2016,18998,Semi-Auto,20874,1,150,55.4,2.0,0,0,1
503, 1 Series,2016,14398,Semi-Auto,21037,1,20,68.9,1.5,0,0,1
504, 1 Series,2017,18998,Manual,17888,2,260,36.2,3.0,0,1,0
505, 5 Series,2019,26498,Semi-Auto,16466,1,145,60.1,2.0,0,0,1
506, 3 Series,2015,12998,Semi-Auto,25243,1,30,62.8,2.0,0,0,1
507, X1,2016,15998,Manual,45484,1,125,58.9,2.0,0,1,0
508, 3 Series,2019,27998,Semi-Auto,9624,1,150,52.3,2.0,0,0,1
509, 1 Series,2016,14998,Manual,23879,1,30,62.8,2.0,0,1,0
510, X1,2017,19998,Semi-Auto,17922,1,145,55.4,2.0,0,0,1
511, 1 Series,2015,13998,Semi-Auto,38279,1,125,60.1,2.0,0,0,1
512, 3 Series,2015,11998,Manual,40325,2,125,52.3,1.5,0,1,0
513, 5 Series,2017,21498,Semi-Auto,34296,1,145,65.7,2.0,0,0,1
514, 3 Series,2017,19698,Semi-Auto,44075,1,145,51.4,3.0,0,0,1
515, 3 Series,2017,21498,Semi-Auto,13102,1,145,51.4,3.0,0,0,1
516, 3 Series,2016,11998,Manual,49669,1,30,67.3,2.0,0,1,0
517, 3 Series,2017,20498,Semi-Auto,7926,1,145,56.5,3.0,0,0,1
518, 3 Series,2017,18298,Semi-Auto,33384,3,0,134.5,2.0,0,0,1
519, 3 Series,2016,13998,Semi-Auto,38417,1,30,67.3,2.0,0,0,1
520, 1 Series,2019,19298,Semi-Auto,10040,1,145,67.3,2.0,0,0,1
521, 3 Series,2019,26498,Semi-Auto,13579,1,145,48.7,2.0,0,0,1
522, 3 Series,2013,10998,Semi-Auto,74712,2,205,42.8,2.0,0,0,1
523, 3 Series,2013,10998,Manual,72315,1,30,61.4,2.0,0,1,0
524, 3 Series,2013,10998,Manual,44602,1,30,61.4,2.0,0,1,0
525, X5,2013,16498,Automatic,56003,1,300,38.2,3.0,1,0,0
526, 5 Series,2015,13498,Semi-Auto,88333,1,30,62.8,2.0,0,0,1
527, 1 Series,2019,21998,Semi-Auto,4061,2,145,54.3,1.5,0,0,1
528, 2 Series,2017,17998,Semi-Auto,27997,1,145,57.6,2.0,0,0,1
529, 1 Series,2013,7998,Manual,74772,1,30,65.7,2.0,0,1,0
530, X5,2019,45995,Semi-Auto,16644,1,150,37.7,3.0,0,0,1
531, X1,2016,19498,Semi-Auto,19850,1,145,55.4,2.0,0,0,1
532, 4 Series,2018,21498,Semi-Auto,8441,2,150,48.7,2.0,0,0,1
533, 1 Series,2013,8298,Manual,60741,1,30,65.7,2.0,0,1,0
534, 3 Series,2019,23498,Semi-Auto,10629,1,145,57.7,2.0,0,0,1
535, 3 Series,2016,13798,Semi-Auto,46673,1,0,74.3,2.0,0,0,1
536, 1 Series,2014,16998,Semi-Auto,30954,2,235,37.7,3.0,0,0,1
537, 1 Series,2015,12498,Semi-Auto,14501,1,0,78.5,1.5,0,0,1
538, 1 Series,2018,17498,Manual,10374,1,145,49.6,2.0,0,1,0
539, 1 Series,2016,14498,Manual,24382,1,20,70.6,1.5,0,1,0
540, 3 Series,2017,18998,Semi-Auto,28332,3,0,134.5,2.0,0,0,1
541, 3 Series,2019,20498,Semi-Auto,6160,2,150,44.8,2.0,0,0,1
542, 3 Series,2019,23298,Semi-Auto,11326,1,145,54.3,2.0,0,0,1
543, 3 Series,2017,21998,Semi-Auto,21784,1,145,56.5,3.0,0,0,1
544, 1 Series,2013,6998,Manual,73603,1,30,62.8,2.0,0,1,0
545, 3 Series,2016,11298,Manual,64308,1,20,68.9,2.0,0,1,0
546, X1,2016,19498,Semi-Auto,20153,1,145,55.4,2.0,0,0,1
547, 3 Series,2017,19498,Semi-Auto,56785,1,145,51.4,3.0,0,0,1
548, 5 Series,2014,18750,Semi-Auto,34219,1,200,47.9,3.0,0,0,1
549, X3,2014,15795,Semi-Auto,63000,1,145,54.3,2.0,0,0,1
550, 3 Series,2015,13995,Semi-Auto,46316,2,160,46.3,2.0,0,0,1
551, X1,2017,17998,Semi-Auto,33534,1,150,55.4,2.0,0,0,1
552, 3 Series,2016,16295,Manual,16604,1,30,64.2,2.0,0,1,0
553, 3 Series,2017,17695,Semi-Auto,24909,1,145,62.8,2.0,0,0,1
554, 1 Series,2018,16998,Manual,19154,1,150,49.6,2.0,0,1,0
555, 2 Series,2020,30000,Semi-Auto,914,2,145,42.2,1.5,0,0,1
556, 8 Series,2020,63000,Semi-Auto,3000,1,145,40.4,3.0,0,0,1
557, X3,2013,14000,Semi-Auto,47111,1,160,50.4,2.0,0,0,1
558, X3,2016,21000,Semi-Auto,24002,1,145,54.3,2.0,0,0,1
559, 1 Series,2020,22000,Manual,2000,2,145,44.1,1.5,0,1,0
560, 1 Series,2014,15000,Semi-Auto,38689,2,235,37.7,3.0,0,0,1
561, X4,2020,45500,Semi-Auto,1608,2,145,26.9,3.0,0,0,1
562, 3 Series,2015,16998,Semi-Auto,31915,1,145,53.3,3.0,0,0,1
563, 4 Series,2017,19498,Semi-Auto,28912,1,145,65.7,2.0,0,0,1
564, 5 Series,2017,20998,Semi-Auto,21068,1,145,62.8,2.0,0,0,1
565, 3 Series,2017,17998,Semi-Auto,34118,1,150,60.1,2.0,0,0,1
566, 3 Series,2016,17498,Semi-Auto,27146,1,150,56.5,3.0,0,0,1
567, 4 Series,2017,17410,Automatic,37842,1,145,65.7,2.0,1,0,0
568, 2 Series,2016,18498,Semi-Auto,18245,1,145,55.4,2.0,0,0,1
569, 3 Series,2018,22998,Semi-Auto,16360,1,145,57.7,2.0,0,0,1
570, 3 Series,2019,26698,Semi-Auto,8273,1,145,48.7,2.0,0,0,1
571, 4 Series,2016,14998,Manual,24711,2,160,46.3,2.0,0,1,0
572, 3 Series,2016,14995,Manual,43400,1,125,58.9,2.0,0,1,0
573, 3 Series,2019,23498,Semi-Auto,7516,1,145,54.3,2.0,0,0,1
574, 4 Series,2019,21998,Semi-Auto,17740,1,145,65.7,2.0,0,0,1
575, 3 Series,2019,27298,Semi-Auto,8319,1,145,48.7,2.0,0,0,1
576, 3 Series,2019,26498,Semi-Auto,18526,1,145,48.7,2.0,0,0,1
577, X5,2016,24998,Automatic,83269,1,200,47.1,3.0,1,0,0
578, 1 Series,2019,14698,Manual,14847,1,150,72.4,1.5,0,1,0
579, X1,2017,17998,Automatic,33358,1,125,60.1,2.0,1,0,0
580, 1 Series,2018,17498,Semi-Auto,17063,2,145,36.7,2.0,0,0,1
581, 1 Series,2013,8998,Manual,34750,1,30,65.7,2.0,0,1,0
582, X5,2014,27995,Automatic,43946,1,265,42.2,3.0,1,0,0
583, X1,2016,19998,Semi-Auto,21621,1,145,55.4,2.0,0,0,1
584, 5 Series,2018,27498,Semi-Auto,13197,3,140,156.9,2.0,0,0,1
585, 3 Series,2015,12498,Semi-Auto,87795,1,125,60.1,2.0,0,0,1
586, 1 Series,2016,13998,Semi-Auto,50525,1,30,65.7,2.0,0,0,1
587, 1 Series,2016,13498,Semi-Auto,42001,1,20,68.9,1.5,0,0,1
588, 1 Series,2014,11998,Manual,20990,1,30,64.2,2.0,0,1,0
589, 1 Series,2014,10998,Automatic,56379,2,145,48.7,1.6,1,0,0
590, 3 Series,2015,12498,Manual,50730,1,20,68.9,2.0,0,1,0
591, X1,2016,17698,Manual,29018,1,125,58.9,2.0,0,1,0
592, 3 Series,2013,9998,Semi-Auto,46121,1,30,62.8,2.0,0,0,1
593, 4 Series,2017,19498,Semi-Auto,16463,1,145,65.7,2.0,0,0,1
594, 3 Series,2016,17498,Semi-Auto,39239,3,0,134.5,2.0,0,0,1
595, 5 Series,2018,24498,Semi-Auto,15032,1,145,68.9,2.0,0,0,1
596, X1,2016,18498,Semi-Auto,28813,1,145,55.4,2.0,0,0,1
597, 3 Series,2019,22998,Semi-Auto,6394,1,150,54.3,2.0,0,0,1
598, X5,2019,58898,Semi-Auto,100,1,150,37.7,3.0,0,0,1
599, 3 Series,2017,20998,Semi-Auto,14997,1,145,51.4,3.0,0,0,1
600, 2 Series,2016,15498,Semi-Auto,14313,2,125,51.4,1.5,0,0,1
601, 5 Series,2014,9998,Semi-Auto,82681,1,30,62.8,2.0,0,0,1
602, 1 Series,2017,12498,Manual,37919,1,20,72.4,1.5,0,1,0
603, 1 Series,2016,12498,Manual,38276,1,20,70.6,1.5,0,1,0
604, 3 Series,2017,14498,Manual,21105,2,150,48.7,2.0,0,1,0
605, 3 Series,2019,27498,Semi-Auto,9091,1,150,52.3,2.0,0,0,1
606, 2 Series,2017,16498,Semi-Auto,25405,1,150,64.2,2.0,0,0,1
607, 1 Series,2017,21498,Semi-Auto,23699,2,200,39.8,3.0,0,0,1
608, 3 Series,2019,21998,Semi-Auto,7237,1,145,60.1,2.0,0,0,1
609, 3 Series,2019,26998,Semi-Auto,15002,1,145,48.7,2.0,0,0,1
610, 5 Series,2018,25998,Semi-Auto,19479,1,145,46.3,2.0,0,0,1
611, 3 Series,2019,22898,Automatic,12249,1,145,62.8,2.0,1,0,0
612, 1 Series,2019,17498,Automatic,10565,1,145,72.4,1.5,1,0,0
613, 3 Series,2018,20998,Semi-Auto,28180,2,145,48.7,2.0,0,0,1
614, 1 Series,2017,15498,Semi-Auto,40228,1,125,60.1,2.0,0,0,1
615, 5 Series,2015,11450,Manual,60529,1,30,65.7,2.0,0,1,0
616, X6,2016,30998,Semi-Auto,26782,1,200,44.8,3.0,0,0,1
617, X2,2019,21998,Manual,5687,2,150,41.5,1.5,0,1,0
618, 6 Series,2015,17498,Semi-Auto,51412,1,160,49.6,3.0,0,0,1
619, 3 Series,2016,18998,Semi-Auto,28762,1,160,51.4,3.0,0,0,1
620, 1 Series,2016,14998,Automatic,30300,1,30,65.7,2.0,1,0,0
621, i3,2017,19998,Automatic,41949,3,140,470.8,0.0,1,0,0
622, 3 Series,2017,15998,Semi-Auto,16943,2,150,51.4,2.0,0,0,1
623, 3 Series,2017,14998,Manual,13309,2,150,48.7,2.0,0,1,0
624, 3 Series,2019,26498,Semi-Auto,7098,2,150,41.5,2.0,0,0,1
625, 4 Series,2019,31898,Semi-Auto,4125,1,145,50.4,3.0,0,0,1
626, M4,2016,29998,Semi-Auto,26363,2,305,34.0,3.0,0,0,1
627, 2 Series,2016,19999,Semi-Auto,29139,2,205,39.8,3.0,0,0,1
628, 3 Series,2016,17998,Semi-Auto,44888,1,160,51.4,3.0,0,0,1
629, 3 Series,2016,18998,Semi-Auto,19125,1,150,53.3,3.0,0,0,1
630, 2 Series,2017,15998,Manual,12248,2,125,53.3,1.5,0,1,0
631, 2 Series,2015,9698,Manual,60891,1,20,68.9,2.0,0,1,0
632, 2 Series,2018,18498,Semi-Auto,7202,2,145,38.2,2.0,0,0,1
633, 5 Series,2017,22498,Semi-Auto,19864,1,145,65.7,2.0,0,0,1
634, 3 Series,2016,14498,Semi-Auto,58872,1,30,67.3,2.0,0,0,1
635, X1,2017,19862,Semi-Auto,11000,1,150,55.4,2.0,0,0,1
636, X7,2019,68898,Automatic,5203,2,145,24.8,3.0,1,0,0
637, 5 Series,2016,19998,Semi-Auto,16555,1,160,51.4,2.0,0,0,1
638, 3 Series,2017,22998,Semi-Auto,19505,1,145,51.4,3.0,0,0,1
639, X3,2019,35998,Semi-Auto,2451,1,145,54.3,2.0,0,0,1
640, 7 Series,2019,48898,Semi-Auto,17501,1,145,41.5,3.0,0,0,1
641, X2,2019,24998,Manual,4174,1,145,48.7,2.0,0,1,0
642, 5 Series,2019,26898,Semi-Auto,4917,1,145,65.7,2.0,0,0,1
643, 1 Series,2019,21898,Manual,4100,2,150,41.5,1.5,0,1,0
644, 4 Series,2016,18500,Semi-Auto,22566,1,145,55.4,3.0,0,0,1
645, 1 Series,2015,16314,Manual,17846,2,300,35.3,3.0,0,1,0
646, 3 Series,2019,29998,Semi-Auto,10171,2,145,41.5,2.0,0,0,1
647, 5 Series,2017,25498,Semi-Auto,20279,3,135,156.9,2.0,0,0,1
648, X5,2016,35498,Automatic,14626,1,235,42.8,3.0,1,0,0
649, 3 Series,2019,27498,Semi-Auto,14793,1,145,48.7,2.0,0,0,1
650, X1,2016,18998,Semi-Auto,20259,1,145,55.4,2.0,0,0,1
651, 3 Series,2017,21898,Semi-Auto,10305,1,145,56.5,3.0,0,0,1
652, 1 Series,2016,12498,Manual,22103,1,20,72.4,1.5,0,1,0
653, 3 Series,2016,16998,Semi-Auto,44600,1,145,56.5,3.0,0,0,1
654, X1,2017,21498,Semi-Auto,19682,2,160,44.8,2.0,0,0,1
655, 1 Series,2017,13998,Manual,33094,1,20,72.4,1.5,0,1,0
656, 3 Series,2019,35998,Semi-Auto,9632,1,145,49.6,2.0,0,0,1
657, 3 Series,2016,12950,Semi-Auto,44635,1,0,74.3,2.0,0,0,1
658, 3 Series,2017,15127,Semi-Auto,26630,2,125,51.4,2.0,0,0,1
659, 3 Series,2014,11470,Semi-Auto,49500,1,30,62.8,2.0,0,0,1
660, 4 Series,2014,13991,Manual,22908,1,125,58.9,2.0,0,1,0
661, 3 Series,2016,19298,Semi-Auto,32382,1,200,49.6,3.0,0,0,1
662, 4 Series,2019,21998,Semi-Auto,16616,1,145,65.7,2.0,0,0,1
663, 3 Series,2016,18998,Automatic,24709,1,145,53.3,3.0,1,0,0
664, 4 Series,2016,18498,Semi-Auto,36435,1,165,52.3,3.0,0,0,1
665, 3 Series,2016,13798,Semi-Auto,34860,2,125,54.3,1.5,0,0,1
666, 5 Series,2016,17998,Automatic,28695,1,145,53.3,3.0,1,0,0
667, X1,2016,19998,Automatic,13085,1,145,55.4,2.0,1,0,0
668, 3 Series,2018,19998,Semi-Auto,16159,2,145,48.7,2.0,0,0,1
669, 4 Series,2017,17998,Automatic,43111,1,145,65.7,2.0,1,0,0
670, 4 Series,2017,21998,Automatic,13941,2,145,48.7,2.0,1,0,0
671, 4 Series,2017,19998,Semi-Auto,13273,1,145,65.7,2.0,0,0,1
672, 5 Series,2018,25998,Semi-Auto,24141,3,140,156.9,2.0,0,0,1
673, X4,2019,33998,Semi-Auto,9064,1,150,42.8,2.0,0,0,1
674, 5 Series,2018,28998,Semi-Auto,26471,2,150,39.2,3.0,0,0,1
675, 5 Series,2019,27898,Semi-Auto,11871,1,150,62.8,2.0,0,0,1
676, 5 Series,2017,22998,Semi-Auto,20033,1,150,65.7,2.0,0,0,1
677, 1 Series,2020,29998,Semi-Auto,934,1,150,48.7,2.0,0,0,1
