,Model,Year,Price,Transmission,Mileage,Fuel_type,Tax,Fuel_cons_mpg,Engine_size,Automatic,Manual,Semi-Auto
9166, 2 Series,2020,26988,Automatic,1221,1,145,49.6,2.0,1,0,0
9167, 2 Series,2017,10000,Manual,85600,2,145,55.4,1.5,0,1,0
9168, 2 Series,2016,8500,Manual,79460,1,20,68.9,2.0,0,1,0
9169, 3 Series,2015,11295,Automatic,94590,1,30,62.8,2.0,1,0,0
9170, 1 Series,2016,11988,Manual,20698,1,0,78.5,1.5,0,1,0
9171, X5,2016,34488,Automatic,48761,1,235,42.8,3.0,1,0,0
9172, 2 Series,2020,24988,Automatic,5000,1,145,48.7,2.0,1,0,0
9173, 2 Series,2019,27988,Automatic,2290,2,145,46.3,2.0,1,0,0
9174, 3 Series,2015,10695,Automatic,105090,1,30,62.8,2.0,1,0,0
9175, 5 Series,2015,10295,Automatic,101030,1,20,68.9,2.0,1,0,0
9176, 3 Series,2016,16000,Automatic,51440,1,165,49.6,3.0,1,0,0
9177, X1,2011,7950,Automatic,70582,1,200,45.6,2.0,1,0,0
9178, X1,2012,7999,Manual,88706,1,160,51.4,2.0,0,1,0
9179, 6 Series,2006,4999,Automatic,126054,2,555,29.7,3.0,1,0,0
9180, 3 Series,2015,8799,Manual,92468,1,20,68.9,2.0,0,1,0
9181, X3,2014,11000,Manual,109450,1,165,52.3,2.0,0,1,0
9182, 5 Series,2016,12795,Automatic,64470,1,30,62.8,2.0,1,0,0
9183, 2 Series,2015,9295,Manual,71670,1,20,68.9,2.0,0,1,0
9184, X1,2016,11495,Manual,110710,1,125,60.1,2.0,0,1,0
9185, 2 Series,2016,11500,Automatic,83280,1,30,65.7,2.0,1,0,0
9186, X3,2017,28988,Automatic,22800,1,150,48.7,3.0,1,0,0
9187, M4,2020,47488,Automatic,10,2,150,34.0,3.0,1,0,0
9188, 1 Series,2016,14988,Automatic,25633,1,30,65.7,2.0,1,0,0
9189, X1,2016,13500,Manual,75220,1,125,58.9,2.0,0,1,0
9190, X3,2014,12795,Automatic,72430,1,145,54.3,2.0,1,0,0
9191, 4 Series,2014,8500,Manual,141300,1,125,58.9,2.0,0,1,0
9192, X3,2016,15795,Automatic,73850,1,200,47.9,3.0,1,0,0
9193, X3,2016,13795,Automatic,110390,1,145,54.3,2.0,1,0,0
9194, 3 Series,2016,14795,Automatic,70250,3,0,134.5,2.0,1,0,0
9195, 5 Series,2014,10295,Automatic,103230,1,125,60.1,2.0,1,0,0
9196, 2 Series,2015,7195,Manual,92920,1,20,68.9,2.0,0,1,0
9197, X3,2015,12000,Automatic,126700,1,150,54.3,2.0,1,0,0
9198, 2 Series,2017,12000,Automatic,88100,3,0,141.2,1.5,1,0,0
9199, 5 Series,2015,14500,Automatic,30310,1,30,62.8,2.0,1,0,0
9200, X1,2016,12795,Manual,71720,1,20,68.9,2.0,0,1,0
9201, 1 Series,2017,9500,Manual,72120,1,20,72.4,1.5,0,1,0
9202, X1,2017,19488,Automatic,34959,2,150,44.8,2.0,1,0,0
9203, 3 Series,2017,21988,Automatic,41741,1,150,51.4,3.0,1,0,0
9204, 3 Series,2014,15680,Semi-Auto,64260,1,165,52.3,3.0,0,0,1
9205, X1,2016,16799,Automatic,50296,1,145,55.4,2.0,1,0,0
9206, 6 Series,2008,8499,Automatic,94000,1,305,39.2,3.0,1,0,0
9207, 3 Series,2016,10695,Automatic,100680,1,125,60.1,2.0,1,0,0
9208, 4 Series,2016,13500,Automatic,100550,1,125,58.9,2.0,1,0,0
9209, 3 Series,2014,9295,Manual,103260,1,125,58.9,2.0,0,1,0
9210, 3 Series,2016,8695,Manual,101930,1,20,72.4,2.0,0,1,0
9211, 3 Series,2014,12295,Manual,56300,1,125,58.9,2.0,0,1,0
9212, X4,2014,18500,Automatic,67210,1,200,47.9,3.0,1,0,0
9213, 1 Series,2017,12295,Automatic,52810,1,20,68.9,2.0,1,0,0
9214, 1 Series,2016,8795,Manual,98210,1,30,65.7,2.0,0,1,0
9215, 5 Series,2016,10000,Automatic,124840,1,30,62.8,2.0,1,0,0
9216, 3 Series,2014,9000,Automatic,155790,1,145,54.3,3.0,1,0,0
9217, 3 Series,2018,19995,Manual,22000,1,145,61.4,2.0,0,1,0
9218, Z3,2002,14995,Automatic,16500,2,325,29.4,2.2,1,0,0
9219, X1,2018,21995,Automatic,2500,2,150,46.3,1.5,1,0,0
9220, 3 Series,2007,2375,Manual,94000,2,240,38.7,2.0,0,1,0
9221, X4,2015,19799,Automatic,51536,1,200,47.9,3.0,1,0,0
9222, 3 Series,2011,5975,Manual,51000,1,125,60.1,2.0,0,1,0
9223, X1,2010,6695,Manual,64000,1,145,54.3,2.0,0,1,0
9224, 1 Series,2009,2995,Manual,120000,1,30,62.8,2.0,0,1,0
9225, 1 Series,2016,7999,Manual,80103,1,0,83.1,1.5,0,1,0
9226, 3 Series,2012,8499,Manual,41000,2,200,42.8,2.0,0,1,0
9227, 1 Series,2014,8290,Manual,65106,2,145,50.4,1.6,0,1,0
9228, 5 Series,2014,14695,Automatic,56000,1,145,53.3,3.0,1,0,0
9229, M6,2006,12495,Semi-Auto,89000,2,570,19.1,5.0,0,0,1
9230, 3 Series,2016,13495,Automatic,74000,1,30,64.2,2.0,1,0,0
9231, 1 Series,2015,11485,Manual,23460,2,300,35.3,3.0,0,1,0
9232, 1 Series,2017,15750,Manual,6290,2,145,36.2,3.0,0,1,0
9233, M3,2004,16950,Manual,80000,2,330,23.7,3.2,0,1,0
9234, 1 Series,2017,19988,Automatic,30139,2,200,39.8,3.0,1,0,0
9235, X5,2016,28488,Automatic,49880,1,200,47.1,3.0,1,0,0
9236, X2,2019,28988,Automatic,7893,1,145,58.9,2.0,1,0,0
9237, 1 Series,2019,24488,Automatic,7488,1,145,61.4,2.0,1,0,0
9238, 3 Series,2017,17950,Automatic,43000,1,145,53.3,3.0,1,0,0
9239, Z4,2012,10595,Manual,47800,2,200,41.5,2.0,0,1,0
9240, 5 Series,2013,10995,Automatic,45464,1,125,60.1,2.0,1,0,0
9241, M6,2014,28490,Automatic,53249,2,565,28.5,4.4,1,0,0
9242, 5 Series,2019,25450,Automatic,23000,1,150,65.7,2.0,1,0,0
9243, 3 Series,2015,12400,Manual,48402,1,30,62.8,2.0,0,1,0
9244, 7 Series,2015,17950,Automatic,65397,1,160,49.6,3.0,1,0,0
9245, M4,2018,34990,Automatic,9210,2,145,34.0,3.0,1,0,0
9246, 3 Series,2017,15000,Automatic,85070,3,135,134.5,2.0,1,0,0
9247, X5,2015,17500,Automatic,116130,1,200,47.9,3.0,1,0,0
9248, 1 Series,2006,2990,Manual,88000,2,260,37.7,1.6,0,1,0
9249, 1 Series,2013,7675,Manual,60000,1,30,65.7,2.0,0,1,0
9250, 3 Series,2009,4975,Manual,80000,2,160,45.6,2.0,0,1,0
9251, 1 Series,2013,7990,Manual,46057,1,20,68.9,2.0,0,1,0
9252, 3 Series,2012,8995,Automatic,53333,1,20,68.9,2.0,1,0,0
9253, 3 Series,2015,12350,Manual,52507,1,125,57.6,2.0,0,1,0
9254, 5 Series,2013,12950,Automatic,57604,1,150,55.4,3.0,1,0,0
9255, 3 Series,2010,2995,Manual,101104,2,165,44.8,2.0,0,1,0
9256, 1 Series,2014,8990,Manual,77424,1,30,65.7,2.0,0,1,0
9257, 5 Series,2010,7990,Automatic,85724,1,200,46.3,3.0,1,0,0
9258, 3 Series,2015,11000,Automatic,83590,1,30,62.8,2.0,1,0,0
9259, i3,2015,12500,Automatic,79830,3,0,470.8,0.0,1,0,0
9260, 4 Series,2015,12695,Automatic,105730,1,125,58.9,2.0,1,0,0
9261, 4 Series,2017,16000,Automatic,50390,1,145,65.7,2.0,1,0,0
9262, 1 Series,2014,8000,Manual,94420,1,30,65.7,2.0,0,1,0
9263, 5 Series,2015,10795,Automatic,91360,1,30,62.8,2.0,1,0,0
9264, X1,2015,10795,Manual,22580,1,125,57.6,2.0,0,1,0
9265, 3 Series,2017,15500,Automatic,54590,2,150,47.9,2.0,1,0,0
9266, 5 Series,2012,9990,Automatic,48417,1,125,60.1,2.0,1,0,0
9267, 3 Series,2012,7275,Automatic,80000,1,165,52.3,2.0,1,0,0
9268, 1 Series,2013,8990,Manual,62635,1,30,64.2,2.0,0,1,0
9269, 1 Series,2013,7475,Manual,65000,2,150,49.6,1.6,0,1,0
9270, 1 Series,2013,7990,Manual,60000,1,30,65.7,1.6,0,1,0
9271, 1 Series,2013,6990,Manual,84000,1,20,68.9,2.0,0,1,0
9272, 3 Series,2014,9990,Manual,70643,1,30,62.8,2.0,0,1,0
9273, 1 Series,2008,3975,Manual,79000,1,30,62.8,2.0,0,1,0
9274, 1 Series,2014,7990,Manual,73824,1,30,65.7,2.0,0,1,0
9275, 1 Series,2015,8290,Manual,35000,2,125,51.4,1.6,0,1,0
9276, 3 Series,2009,4675,Manual,70000,2,165,47.9,2.0,0,1,0
9277, 5 Series,2013,8975,Manual,65000,1,125,58.9,2.0,0,1,0
9278, 5 Series,2011,9975,Automatic,74000,1,145,53.3,2.0,1,0,0
9279, 1 Series,2012,7375,Manual,60000,2,145,49.6,1.6,0,1,0
9280, 5 Series,2015,10499,Automatic,82375,1,20,68.9,2.0,1,0,0
9281, 5 Series,2015,9899,Manual,83643,1,125,60.1,2.0,0,1,0
9282, 3 Series,2012,8275,Automatic,75000,1,160,52.3,2.0,1,0,0
9283, 4 Series,2014,12975,Automatic,65000,1,125,60.1,2.0,1,0,0
9284, 3 Series,2005,4375,Manual,55000,1,160,50.4,2.0,0,1,0
9285, 5 Series,2010,7475,Manual,75000,1,145,55.4,2.0,0,1,0
9286, 5 Series,2014,10675,Automatic,64221,1,30,62.8,2.0,1,0,0
9287, 3 Series,2013,8990,Manual,76247,1,30,61.4,2.0,0,1,0
9288, 1 Series,2012,10975,Manual,45000,1,145,56.5,2.0,0,1,0
9289, 3 Series,2008,2675,Manual,130000,2,155,46.3,2.0,0,1,0
9290, 1 Series,2016,11499,Manual,14668,1,20,72.4,1.5,0,1,0
9291, 1 Series,2018,21999,Automatic,16475,2,145,39.8,3.0,1,0,0
9292, 2 Series,2016,11499,Manual,49636,2,125,53.3,1.5,0,1,0
9293, 1 Series,2016,10599,Manual,39779,1,0,83.1,1.5,0,1,0
9294, 6 Series,2014,18999,Automatic,27782,1,160,50.4,3.0,1,0,0
9295, 4 Series,2015,13500,Manual,44748,1,145,53.3,2.0,0,1,0
9296, 5 Series,2008,6795,Automatic,61442,2,260,37.7,2.5,1,0,0
9297, 3 Series,2015,7995,Manual,101215,1,30,65.7,2.0,0,1,0
9298, X1,2016,13495,Manual,47000,1,20,68.9,2.0,0,1,0
9299, 3 Series,2012,6995,Manual,81000,1,30,62.8,2.0,0,1,0
9300, 5 Series,2008,5475,Automatic,65000,1,160,50.4,2.0,1,0,0
9301, 6 Series,2010,8995,Automatic,92642,1,260,40.9,3.0,1,0,0
9302, X3,2013,10795,Automatic,94853,1,160,50.4,2.0,1,0,0
9303, X5,2012,12995,Automatic,110394,1,300,37.7,3.0,1,0,0
9304, 1 Series,2008,4795,Manual,89241,2,200,42.8,2.0,0,1,0
9305, 4 Series,2016,16299,Automatic,52070,1,30,65.7,2.0,1,0,0
9306, 4 Series,2015,14999,Automatic,19887,1,30,64.2,2.0,1,0,0
9307, 5 Series,2013,9950,Manual,70000,1,145,55.4,2.0,0,1,0
9308, 5 Series,2010,7975,Automatic,70000,1,145,54.3,2.0,1,0,0
9309, 3 Series,2016,14975,Manual,49000,1,120,60.1,2.0,0,1,0
9310, 1 Series,2013,7475,Manual,70000,1,0,74.3,1.6,0,1,0
9311, X3,2009,7675,Manual,70000,1,195,45.6,2.0,0,1,0
9312, 3 Series,2013,9975,Manual,70000,1,125,58.9,2.0,0,1,0
9313, 3 Series,2012,7475,Automatic,70000,1,160,52.3,2.0,1,0,0
9314, 5 Series,2018,25999,Automatic,30972,3,135,156.9,2.0,1,0,0
9315, 1 Series,2016,8999,Manual,69647,1,0,78.5,1.5,0,1,0
9316, X1,2017,22999,Automatic,25190,2,145,44.8,2.0,1,0,0
9317, 3 Series,2016,18789,Automatic,33078,3,0,134.5,2.0,1,0,0
9318, 5 Series,2014,6995,Manual,127798,1,125,57.6,2.0,0,1,0
9319, 5 Series,2011,11995,Automatic,85896,1,165,50.4,3.0,1,0,0
9320, 1 Series,2008,3995,Manual,107407,1,150,54.3,2.0,0,1,0
9321, 1 Series,2005,3795,Automatic,63547,1,265,42.8,2.0,1,0,0
9322, M5,2015,29795,Automatic,28500,2,565,28.5,4.4,1,0,0
9323, 4 Series,2015,14999,Manual,36781,1,145,53.3,2.0,0,1,0
9324, 2 Series,2016,12350,Manual,29460,2,125,50.4,1.5,0,1,0
9325, 7 Series,2017,25599,Automatic,25014,1,145,57.6,3.0,1,0,0
9326, X1,2016,13999,Manual,37840,1,20,68.9,2.0,0,1,0
9327, 2 Series,2017,15699,Automatic,45061,3,135,141.2,1.5,1,0,0
9328, 1 Series,2018,17999,Automatic,9945,2,145,36.7,1.5,1,0,0
9329, 1 Series,2017,20999,Automatic,15887,2,145,39.8,3.0,1,0,0
9330, 5 Series,2017,19499,Automatic,21728,1,145,65.7,2.0,1,0,0
9331, 2 Series,2018,18999,Automatic,3924,2,145,50.4,1.5,1,0,0
9332, 3 Series,2018,17199,Automatic,13138,2,145,54.3,1.5,1,0,0
9333, 3 Series,2015,11906,Automatic,50713,2,125,51.4,2.0,1,0,0
9334, 2 Series,2016,12306,Manual,18840,2,125,52.3,1.5,0,1,0
9335, 1 Series,2019,15989,Automatic,5771,2,145,55.5,1.5,1,0,0
9336, 1 Series,2013,16299,Automatic,31086,2,235,37.7,3.0,1,0,0
9337, 1 Series,2016,11799,Manual,19568,1,0,78.5,1.5,0,1,0
9338, 1 Series,2014,14099,Manual,53050,2,300,35.3,3.0,0,1,0
9339, 3 Series,2013,8999,Manual,58223,1,20,68.9,2.0,0,1,0
9340, X3,2015,17999,Automatic,39744,1,145,54.3,2.0,1,0,0
9341, 1 Series,2015,10899,Manual,64716,1,30,65.7,2.0,0,1,0
9342, 2 Series,2016,12000,Automatic,30857,1,20,68.9,2.0,1,0,0
9343, X5,2016,25000,Automatic,52816,1,160,50.4,2.0,1,0,0
9344, 3 Series,2018,17399,Automatic,29065,1,145,64.2,2.0,1,0,0
9345, 1 Series,2010,6275,Manual,60000,1,125,60.1,2.0,0,1,0
9346, 2 Series,2016,13999,Automatic,11576,1,30,64.2,2.0,1,0,0
9347, 2 Series,2015,17799,Automatic,38902,2,260,37.2,3.0,1,0,0
9348, M4,2015,26499,Automatic,35284,2,300,34.0,3.0,1,0,0
9349, 4 Series,2017,19999,Automatic,26162,1,145,58.9,2.0,1,0,0
9350, 5 Series,2016,18749,Automatic,41431,1,160,51.4,3.0,1,0,0
9351, 1 Series,2013,10599,Automatic,21061,2,145,48.7,1.6,1,0,0
9352, X5,2016,29250,Automatic,41464,3,0,85.6,2.0,1,0,0
9353, 4 Series,2016,16099,Manual,37683,1,30,62.8,2.0,0,1,0
9354, 2 Series,2016,16359,Automatic,17748,1,125,57.6,2.0,1,0,0
9355, 4 Series,2016,13699,Automatic,77784,1,30,65.7,2.0,1,0,0
9356, X4,2016,19250,Automatic,43751,1,145,54.3,2.0,1,0,0
9357, 1 Series,2016,12350,Manual,47324,1,30,65.7,2.0,0,1,0
9358, 1 Series,2016,10499,Manual,36240,1,0,83.1,1.5,0,1,0
9359, 1 Series,2015,12270,Automatic,38573,1,20,68.9,1.5,1,0,0
9360, 5 Series,2016,15850,Automatic,33740,1,30,65.7,2.0,1,0,0
9361, 1 Series,2016,11125,Manual,33149,1,0,78.5,1.5,0,1,0
9362, 3 Series,2014,14500,Automatic,70796,1,160,50.4,3.0,1,0,0
9363, 3 Series,2016,14699,Manual,38206,1,30,64.2,2.0,0,1,0
9364, 5 Series,2015,12999,Manual,52217,1,125,60.1,2.0,0,1,0
9365, 3 Series,2016,16199,Automatic,45223,3,0,134.5,2.0,1,0,0
9366, 6 Series,2017,24499,Automatic,28062,1,145,48.7,3.0,1,0,0
9367, 3 Series,2016,16099,Automatic,40217,3,0,148.7,2.0,1,0,0
9368, 1 Series,2013,10999,Manual,32097,2,145,50.4,1.6,0,1,0
9369, 2 Series,2017,15099,Manual,16309,1,145,65.7,2.0,0,1,0
9370, 1 Series,2016,12369,Manual,46170,1,20,70.6,1.5,0,1,0
9371, 5 Series,2018,26495,Automatic,23640,3,135,156.9,2.0,1,0,0
9372, 3 Series,2016,12999,Automatic,33332,2,125,54.3,1.5,1,0,0
9373, X1,2013,11056,Automatic,49599,1,160,52.3,2.0,1,0,0
9374, 1 Series,2016,17499,Automatic,26855,2,235,37.7,3.0,1,0,0
9375, 1 Series,2016,11001,Manual,31615,1,0,78.5,1.5,0,1,0
9376, 1 Series,2014,8499,Manual,63299,1,20,68.9,2.0,0,1,0
9377, 1 Series,2015,10999,Manual,23905,1,20,72.4,1.5,0,1,0
9378, X1,2014,9999,Manual,42023,1,160,51.4,2.0,0,1,0
9379, X1,2017,15999,Automatic,60703,1,145,65.7,2.0,1,0,0
9380, X5,2016,25449,Automatic,46683,1,200,47.1,3.0,1,0,0
9381, 2 Series,2014,10999,Manual,61819,1,30,62.8,2.0,0,1,0
9382, 2 Series,2016,11999,Manual,32878,2,125,52.3,1.5,0,1,0
9383, 2 Series,2017,15499,Manual,4240,2,30,55.4,1.5,0,1,0
9384, 6 Series,2016,19899,Automatic,50475,1,200,49.6,3.0,1,0,0
9385, X5,2016,24499,Automatic,57146,1,160,50.4,2.0,1,0,0
9386, 1 Series,2017,13499,Automatic,14597,1,145,72.4,1.5,1,0,0
9387, 4 Series,2017,17499,Automatic,33711,1,145,65.7,2.0,1,0,0
9388, 3 Series,2016,11999,Automatic,92300,3,0,148.7,2.0,1,0,0
9389, 2 Series,2016,16279,Automatic,17574,2,125,51.4,1.5,1,0,0
9390, 1 Series,2012,5995,Manual,98000,1,125,58.9,2.0,0,1,0
9391, 6 Series,2005,4995,Automatic,84000,2,305,24.6,4.4,1,0,0
9392, M3,2013,25945,Semi-Auto,30500,2,570,24.6,4.0,0,0,1
9393, 3 Series,2001,3050,Automatic,90000,2,325,27.7,3.0,1,0,0
9394, 3 Series,2016,16499,Automatic,24500,3,0,134.5,2.0,1,0,0
9395, 1 Series,2016,11499,Manual,27199,1,0,83.1,1.5,0,1,0
9396, 1 Series,2012,7950,Manual,40488,1,30,62.8,2.0,0,1,0
9397, 3 Series,2016,12450,Automatic,66986,1,30,65.7,2.0,1,0,0
9398, 3 Series,2017,17694,Manual,19400,1,145,64.2,2.0,0,1,0
9399, 3 Series,2015,12212,Automatic,59799,1,30,62.8,2.0,1,0,0
9400, 3 Series,2013,9174,Automatic,79144,1,30,62.8,2.0,1,0,0
9401, X4,2016,19999,Manual,23553,1,160,52.3,2.0,0,1,0
9402, 1 Series,2017,11999,Manual,19108,2,145,56.5,1.5,0,1,0
9403, X5,2016,28999,Automatic,41972,3,0,85.6,2.0,1,0,0
9404, 3 Series,2014,10399,Manual,47059,1,30,61.4,2.0,0,1,0
9405, 5 Series,2016,15699,Automatic,30767,1,30,62.8,2.0,1,0,0
9406, 5 Series,2000,1699,Manual,99209,2,265,29.4,2.0,0,1,0
9407, 1 Series,2016,10699,Manual,35417,1,0,78.5,1.5,0,1,0
9408, 1 Series,2014,14799,Manual,31914,2,300,35.3,3.0,0,1,0
9409, 4 Series,2016,14799,Manual,57876,1,125,57.6,2.0,0,1,0
9410, X5,2015,29949,Automatic,21500,1,190,47.1,3.0,1,0,0
9411, 7 Series,2012,8750,Automatic,134000,1,250,41.5,3.0,1,0,0
9412, X1,2013,8999,Automatic,60665,1,160,52.3,2.0,1,0,0
9413, 1 Series,2015,13500,Automatic,82876,2,235,37.7,3.0,1,0,0
9414, 5 Series,2013,8999,Automatic,178987,3,190,40.4,3.0,1,0,0
9415, 1 Series,2011,6000,Manual,80183,1,145,55.4,2.0,0,1,0
9416, 3 Series,2010,5999,Automatic,118000,2,260,35.8,3.0,1,0,0
9417, 1 Series,2017,13995,Manual,14646,1,30,65.7,2.0,0,1,0
9418, 3 Series,2007,2995,Automatic,124200,1,260,40.9,2.0,1,0,0
9419, X5,2012,7250,Automatic,214000,1,300,37.7,3.0,1,0,0
9420, 3 Series,2009,6495,Automatic,122144,2,300,34.0,3.0,1,0,0
9421, 4 Series,2016,17995,Automatic,27203,1,125,58.9,2.0,1,0,0
9422, 3 Series,2011,6495,Manual,66400,1,125,58.9,2.0,0,1,0
9423, X1,2016,13299,Manual,45795,1,20,68.9,2.0,0,1,0
9424, 2 Series,2017,10999,Automatic,79715,1,125,60.1,2.0,1,0,0
9425, 2 Series,2016,14412,Automatic,31838,2,125,51.4,1.5,1,0,0
9426, 3 Series,2015,13695,Manual,30000,1,125,60.1,2.0,0,1,0
9427, 5 Series,2015,13999,Automatic,50700,1,125,60.1,2.0,1,0,0
9428, 3 Series,2002,3999,Automatic,85452,2,330,33.6,2.0,1,0,0
9429, 1 Series,2012,5995,Manual,92000,2,145,49.6,1.6,0,1,0
9430, 1 Series,2016,13995,Automatic,62000,2,235,37.7,3.0,1,0,0
9431, 1 Series,2018,15499,Manual,14287,1,145,65.7,2.0,0,1,0
9432, 5 Series,2016,14999,Automatic,42803,1,30,62.8,2.0,1,0,0
9433, 3 Series,2017,19899,Automatic,28091,3,135,134.5,2.0,1,0,0
9434, 4 Series,2016,15689,Automatic,60464,1,30,65.7,2.0,1,0,0
9435, 6 Series,2012,17199,Automatic,27352,1,160,51.4,3.0,1,0,0
9436, 3 Series,2016,14399,Automatic,68458,3,0,148.7,2.0,1,0,0
9437, 1 Series,2017,13999,Manual,16398,1,20,70.6,1.5,0,1,0
9438, 3 Series,2018,17399,Automatic,32117,1,145,64.2,2.0,1,0,0
9439, 1 Series,2016,10899,Manual,23407,1,0,78.5,1.5,0,1,0
9440, 4 Series,2017,14999,Automatic,62111,1,20,70.6,2.0,1,0,0
9441, 5 Series,2016,13299,Automatic,80823,1,30,62.8,2.0,1,0,0
9442, 1 Series,2017,9199,Manual,83923,1,145,83.1,1.5,0,1,0
9443, 1 Series,2016,10070,Manual,47413,1,0,83.1,1.5,0,1,0
9444, X1,2013,9999,Automatic,53540,1,160,52.3,2.0,1,0,0
9445, 2 Series,2016,12500,Automatic,30626,1,20,72.4,1.5,1,0,0
9446, 4 Series,2016,13399,Automatic,60975,1,20,70.6,2.0,1,0,0
9447, 1 Series,2015,10899,Manual,56278,1,20,70.6,1.5,0,1,0
9448, 2 Series,2015,11499,Automatic,90836,1,30,62.8,2.0,1,0,0
9449, 4 Series,2015,15599,Automatic,54213,1,30,65.7,2.0,1,0,0
9450, 2 Series,2016,15199,Automatic,66543,1,145,55.4,2.0,1,0,0
9451, 2 Series,2016,17099,Automatic,31540,1,30,62.8,2.0,1,0,0
9452, 5 Series,2012,11400,Automatic,86674,1,235,43.5,3.0,1,0,0
9453, 2 Series,2016,11299,Automatic,49981,1,20,72.4,1.5,1,0,0
9454, 4 Series,2017,19399,Automatic,30949,1,30,65.7,2.0,1,0,0
9455, 1 Series,2016,11899,Manual,40911,1,20,70.6,1.5,0,1,0
9456, 1 Series,2016,12999,Manual,20467,1,20,70.6,1.5,0,1,0
9457, 4 Series,2018,18899,Manual,12086,2,145,46.3,2.0,0,1,0
9458, 3 Series,2016,15999,Automatic,43527,1,125,60.1,2.0,1,0,0
9459, 1 Series,2017,20299,Automatic,12952,2,200,39.8,3.0,1,0,0
9460, 2 Series,2016,12599,Manual,18933,2,125,52.3,1.5,0,1,0
9461, 3 Series,2015,9299,Manual,65412,1,20,68.9,2.0,0,1,0
9462, 7 Series,2015,23499,Automatic,65218,1,145,54.3,3.0,1,0,0
9463, X4,2016,20000,Automatic,52135,1,145,54.3,2.0,1,0,0
9464, 2 Series,2016,12357,Manual,17994,2,125,52.3,1.5,0,1,0
9465, 4 Series,2016,15399,Automatic,54055,1,125,60.1,2.0,1,0,0
9466, 4 Series,2016,15699,Manual,41993,1,30,62.8,2.0,0,1,0
9467, X5,2016,31999,Automatic,26185,3,0,85.6,2.0,1,0,0
9468, 3 Series,2018,17250,Automatic,15189,1,145,67.3,2.0,1,0,0
9469, 4 Series,2017,18499,Automatic,29383,1,145,65.7,2.0,1,0,0
9470, 1 Series,2016,9999,Manual,46620,1,0,83.1,1.5,0,1,0
9471, Z4,2016,14799,Manual,20266,2,200,41.5,2.0,0,1,0
9472, 2 Series,2015,11999,Manual,19893,1,30,65.7,2.0,0,1,0
9473, 4 Series,2015,14299,Automatic,80614,1,125,58.9,2.0,1,0,0
9474, 3 Series,2017,14999,Manual,27890,1,145,57.6,2.0,0,1,0
9475, 4 Series,2017,17999,Automatic,26807,1,125,60.1,2.0,1,0,0
9476, 3 Series,2013,13999,Automatic,35688,1,125,58.9,2.0,1,0,0
9477, 1 Series,2016,11199,Manual,31095,1,0,83.1,1.5,0,1,0
9478, 3 Series,2016,19499,Automatic,29789,3,0,134.5,2.0,1,0,0
9479, 5 Series,2016,15999,Automatic,31228,1,30,62.8,2.0,1,0,0
9480, X1,2017,18499,Automatic,32236,1,145,65.7,2.0,1,0,0
9481, 2 Series,2016,15149,Manual,34608,2,200,42.8,2.0,0,1,0
9482, 3 Series,2016,11269,Automatic,86128,1,30,65.7,2.0,1,0,0
9483, 1 Series,2016,10799,Manual,37087,1,0,83.1,1.5,0,1,0
9484, 3 Series,2016,12789,Manual,74020,1,30,64.2,2.0,0,1,0
9485, 2 Series,2016,12499,Manual,17586,2,125,52.3,1.5,0,1,0
9486, X1,2017,18499,Automatic,41326,1,125,60.1,2.0,1,0,0
9487, X1,2016,14799,Manual,37032,1,125,60.1,2.0,0,1,0
9488, X4,2015,15199,Automatic,95408,1,145,54.3,2.0,1,0,0
9489, 2 Series,2017,14020,Manual,35732,1,145,64.2,2.0,0,1,0
9490, 3 Series,2016,14000,Manual,23323,1,30,62.8,2.0,0,1,0
9491, 3 Series,2016,18599,Automatic,30333,3,0,134.5,2.0,1,0,0
9492, X1,2016,18199,Automatic,30405,1,125,57.6,2.0,1,0,0
9493, 3 Series,2016,16500,Automatic,53867,3,0,134.5,2.0,1,0,0
9494, 4 Series,2015,12999,Automatic,90734,1,30,65.7,2.0,1,0,0
9495, 6 Series,2013,16199,Automatic,62068,1,160,49.6,3.0,1,0,0
9496, 3 Series,2012,9199,Automatic,62616,1,30,62.8,2.0,1,0,0
9497, 2 Series,2016,8750,Manual,97147,1,20,68.9,1.5,0,1,0
9498, 3 Series,2016,10740,Automatic,91855,1,0,74.3,2.0,1,0,0
9499, 3 Series,2012,9000,Automatic,75840,1,145,53.3,2.0,1,0,0
9500, 3 Series,2017,15599,Automatic,38070,1,145,64.2,2.0,1,0,0
9501, 1 Series,2016,12299,Manual,27545,1,30,65.7,2.0,0,1,0
9502, 2 Series,2015,11999,Automatic,41704,1,30,61.4,2.0,1,0,0
9503, 2 Series,2014,10360,Automatic,45868,2,145,47.1,2.0,1,0,0
9504, 1 Series,2016,10999,Manual,21964,1,0,78.5,1.5,0,1,0
9505, 1 Series,2013,7999,Manual,61295,1,0,74.3,1.6,0,1,0
9506, 5 Series,2017,21999,Automatic,30990,1,145,62.8,2.0,1,0,0
9507, 2 Series,2014,15399,Automatic,72203,2,260,37.2,3.0,1,0,0
9508, 1 Series,2017,13899,Manual,19300,1,20,70.6,1.5,0,1,0
9509, 3 Series,2016,18299,Automatic,25431,3,0,134.5,2.0,1,0,0
9510, 5 Series,2016,15599,Automatic,37786,1,30,62.8,2.0,1,0,0
9511, X1,2016,17499,Automatic,44890,1,125,57.6,2.0,1,0,0
9512, 2 Series,2016,12999,Automatic,24479,2,125,53.3,1.5,1,0,0
